ranking_A,ranking_B,forward_w_A,forward_ratio_A,forward_w_B,forward_ratio_B,forward_w_gap,forward_ratio_gap,forward_w_gap_frac_total,n,mean_abs,median_abs,p90_abs,p95_abs,p99_abs,max_abs,mean_signed,std_signed,min_signed,max_signed,mean_abs_frac_n,p95_abs_frac_n,max_abs_frac_n,spearman_rho,kendall_tau_approx,overlap_top_100,overlap_top_500,overlap_top_1000,overlap_top_5000,overlap_top_10000
connectome_hybrid_ranking-48cpu,35435948_ranking-12cpu,35463423.0,0.8461372326457863,35448482.0,0.8457807488288417,14941.0,0.0003564838169446416,0.0003564838169445937,136648,1706.5767226743164,695.0,2913.0,5832.0,21415.899999999965,126178,0.0,5977.096247292408,-126178,123087,0.012488852545769542,0.04267900005854458,0.9233797787014811,0.9885204413973713,0.9641994629919449,1.0,1.0,1.0,1.0,0.9371
connectome_hybrid_ranking-24cpu,35435948_ranking-12cpu,35463349.0,0.8461354670476032,35448482.0,0.8457807488288417,14867.0,0.0003547182187615405,0.00035471821876148014,136648,1715.0677653533166,700.0,3227.0,5675.0,21553.649999999994,126449,0.0,5972.3897294451335,-126449,122853,0.012550990613498307,0.04153006264270242,0.9253629764065335,0.9885385128733528,0.9639694595418932,1.0,1.0,1.0,1.0,0.9602
connectome_hybrid_ranking-12cpu,35435948_ranking-24cpu,35463823.0,0.8461467764197491,35448587.0,0.8457832540695069,15236.0,0.0003635223502421736,0.00036352235024214103,136648,1733.223815935835,688.0,3493.0,5541.649999999994,21122.359999999986,126231,0.0,5922.703193272163,-126231,122582,0.012683857911830652,0.04055419764650777,0.9237676365552369,0.9887284243679416,0.9633294499417491,1.0,1.0,1.0,1.0,0.9384
connectome_hybrid_ranking-48cpu,35435948_ranking-24cpu,35463423.0,0.8461372326457863,35448587.0,0.8457832540695069,14836.0,0.0003539785762793901,0.00035397857627936496,136648,1762.3643814764944,678.0,3661.0,5497.649999999994,20969.709999999992,126362,0.0,5918.981040554373,-126362,122549,0.012897110689336796,0.040232202447163475,0.9247263040805573,0.9887425872733709,0.9631694475417131,1.0,1.0,1.0,1.0,0.9257
connectome_hybrid_ranking-12cpu,35452425_ranking-24cpu,35463823.0,0.8461467764197491,35459216.0,0.8460368560031328,4607.0,0.0001099204166162826,0.00010992041661627355,136648,1771.3462180200222,590.0,2706.0,5209.0,25591.359999999986,126229,0.0,6412.799183685689,-126229,120533,0.012962840422252958,0.038119840758737776,0.9237530004098121,0.9867858275105585,0.9606394095911439,1.0,1.0,1.0,1.0,0.96
connectome_hybrid_ranking-12cpu,35452425_ranking-48cpu,35463823.0,0.8461467764197491,35458792.0,0.8460267396027323,5031.0,0.0001200368170167776,0.0001200368170168162,136648,1861.2016714478075,641.0,3248.0,5623.0,25794.76999999999,126323,0.0,6438.946236925303,-126323,120589,0.013620409164040509,0.041149522861659155,0.9244408992447749,0.9866778509333994,0.9581293719405791,1.0,1.0,1.0,1.0,0.9473
connectome_hybrid_ranking-12cpu,35452425_ranking-12cpu,35463823.0,0.8461467764197491,35458293.0,0.8460148337447138,5530.0,0.00013194267503535695,0.00013194267503537936,136648,1893.4378988349629,660.0,2942.300000000003,6265.649999999994,26293.359999999986,126364,0.0,6558.431812170471,-126364,120509,0.01385631622003222,0.04585248229026399,0.9247409402259821,0.9861788332668552,0.9582993744906173,1.0,1.0,1.0,1.0,0.9529
connectome_hybrid_ranking-48cpu,35452425_ranking-24cpu,35463423.0,0.8461372326457863,35459216.0,0.8460368560031328,4207.0,0.0001003766426534991,0.00010037664265349746,136648,1902.4657660558514,648.0,3497.300000000003,6386.0,25600.669999999955,126365,0.0,6453.580548099973,-126365,120527,0.01392238280879231,0.04673321234119782,0.9247482582986944,0.9866172254773223,0.9577393660904914,1.0,1.0,1.0,1.0,0.9411
connectome_hybrid_ranking-24cpu,35452425_ranking-48cpu,35463349.0,0.8461354670476032,35458792.0,0.8460267396027323,4557.0,0.00010872744487089303,0.00010872744487092655,136648,1944.9081874597507,677.0,3434.0,6661.649999999994,26128.47999999998,126334,0.0,6462.651009840745,-126334,120347,0.014232979534715112,0.0487504390843627,0.924521398044611,0.9865795802512851,0.9569593543903159,1.0,1.0,1.0,1.0,0.9784
connectome_hybrid_ranking-24cpu,35452425_ranking-24cpu,35463349.0,0.8461354670476032,35459216.0,0.8460368560031328,4133.0,9.861104447039803e-05,9.861104447038389e-05,136648,1958.6061266904749,674.0,3639.0,6615.649999999994,25554.0,126240,0.0,6482.774332604804,-126240,120291,0.014333222050015184,0.04841380773959366,0.9238334992096482,0.9864958734573032,0.9569693545403181,1.0,1.0,1.0,1.0,0.9617
connectome_hybrid_ranking-48cpu,35452425_ranking-48cpu,35463423.0,0.8461372326457863,35458792.0,0.8460267396027323,4631.0,0.0001104930430539941,0.00011049304305404011,136648,1979.7814091680814,699.0,3711.300000000003,6856.0,26064.0,126084,0.0,6481.078852556619,-126084,120583,0.014488184306891293,0.050172706516011946,0.9226918798665183,0.9865029361690014,0.9562893443401651,1.0,1.0,1.0,1.0,0.9291
connectome_hybrid_ranking-48cpu,35452425_ranking-12cpu,35463423.0,0.8461372326457863,35458293.0,0.8460148337447138,5130.0,0.00012239890107257345,0.0001223989010726033,136648,1991.4461682571277,700.0,3415.0,6313.0,25926.069999999978,126270,0.0,6573.2343044676445,-126270,120503,0.014573547862077218,0.04619899303319478,0.9240530413910193,0.9861163736426802,0.9566593498902484,1.0,1.0,1.0,1.0,0.9321
connectome_hybrid_ranking-24cpu,35452425_ranking-12cpu,35463349.0,0.8461354670476032,35458293.0,0.8460148337447138,5056.0,0.00012063330288947238,0.0001206333028894897,136648,2036.3194046016042,734.0,3731.0,6459.0,26101.23999999999,126375,0.0,6584.258245055381,-126375,120267,0.014901933468485482,0.047267431649200865,0.9248214390258181,0.9860697662629229,0.9562693440401606,1.0,1.0,1.0,1.0,0.9702
35435948,35452425,35435948.0,0.8454816946717182,35452425.0,0.8458748265806798,16477.0,0.0003931319089616192,0.00039313190896165384,136648,2967.8299279901644,491.0,7138.0,15354.299999999988,41947.01999999996,130339,0.0,8559.535660703812,-130339,128000,0.02171879521098124,0.11236388384754982,0.9538302792576547,0.9764579053026602,0.9229388440826612,0.05,0.108,0.204,0.696,0.85
bader,connectome_hybrid_ranking-24cpu,35459266.0,0.8460380489748782,35463349.0,0.8461354670476032,4083.0,9.741807272500846e-05,9.741807272503688e-05,136648,3106.256820443768,1720.0,4344.0,6570.9499999999825,26891.949999999983,134697,0.0,9715.13564706951,-134697,37657,0.022731813275304196,0.048086689889350616,0.9857224401381652,0.9696720937701928,0.9423491352370286,0.21,0.338,0.393,0.5194,0.8577
bader,connectome_hybrid_ranking-48cpu,35459266.0,0.8460380489748782,35463423.0,0.8461372326457863,4157.0,9.918367090810953e-05,9.918367090815046e-05,136648,3152.3062906153036,1734.0,4665.300000000003,7199.0,26731.649999999994,134697,0.0,9747.081412899828,-134697,34069,0.02306880664638563,0.052682805456355015,0.9857224401381652,0.9694723145531273,0.9417591263868959,0.21,0.338,0.393,0.5194,0.84
bader,connectome_hybrid_ranking-12cpu,35459266.0,0.8460380489748782,35463823.0,0.8461467764197491,4557.0,0.00010872744487089303,0.00010872744487092655,136648,3191.0982817165273,1775.0,4895.0,7393.0,26655.47999999998,134697,0.0,9753.604482366494,-134697,22875,0.023352689257922013,0.054102511562554884,0.9857224401381652,0.9694314406057392,0.9411991179867698,0.21,0.338,0.393,0.5194,0.8437
bader,35435948_ranking-24cpu,35459266.0,0.8460380489748782,35448587.0,0.8457832540695069,10679.0,0.0002547949053712806,0.0002547949053712145,136648,3857.9920525730345,2274.0,4784.300000000003,7565.649999999994,61427.50999999992,134700,0.0,11218.618758078235,-134700,125640,0.028233066364476863,0.055365976816345606,0.9857443943563023,0.9595588524667048,0.927368910533658,0.21,0.338,0.393,0.5194,0.8552
bader,35435948_ranking-12cpu,35459266.0,0.8460380489748782,35448482.0,0.8457807488288417,10784.0,0.00025730014603653206,0.0002573001460364432,136648,4005.97277676951,2244.0,6006.300000000003,8964.649999999994,63263.24999999962,134700,0.0,11319.483209187394,-134700,126104,0.02931600006417591,0.0656039605409519,0.9857443943563023,0.9588283862081632,0.9230588458826883,0.21,0.338,0.393,0.5194,0.8334
bader,35452425_ranking-48cpu,35459266.0,0.8460380489748782,35458792.0,0.8460267396027323,474.0,1.1309372145884566e-05,1.130937214588966e-05,136648,4206.344359229553,2274.0,6501.0,9660.649999999994,67009.79999999993,134698,0.0,11579.019493517317,-134698,122862,0.030782333874111244,0.07069733914876174,0.9857297582108776,0.9569187534359614,0.9175887638314575,0.21,0.338,0.393,0.5194,0.8529
bader,35452425_ranking-24cpu,35459266.0,0.8460380489748782,35459216.0,0.8460368560031328,50.0,1.1929717453895705e-06,1.1929717453470105e-06,136648,4221.758869504128,2294.0,6352.300000000003,9433.649999999994,65493.37999999995,134698,0.0,11582.419076105953,-134698,122806,0.03089513838112616,0.06903613664305364,0.9857297582108776,0.9568934525448525,0.9175987639814597,0.21,0.338,0.393,0.5194,0.8404
bader,35452425_ranking-12cpu,35459266.0,0.8460380489748782,35458293.0,0.8460148337447138,973.0,2.3215230164463918e-05,2.3215230164452825e-05,136648,4317.620192026228,2425.0,6295.300000000003,9610.649999999994,69995.90999999995,134698,0.0,11655.662277798561,-134698,122782,0.031596658509646894,0.07033143551314322,0.9857297582108776,0.9563465470595129,0.9168987534813022,0.21,0.338,0.393,0.5194,0.8486
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_adaptive_out_over_inplus1_learning_ranking,32275253.0,0.7700692980585268,31535251.0,0.7524132685085212,740002.0,0.01765602955000556,0.01765602955000557,136648,6585.008196241438,3882.0,12604.300000000003,19479.649999999994,57739.53999999998,130850,0.0,12973.346434517172,-130182,130850,0.04818956879165036,0.14255349511152737,0.9575698144136761,0.9459185008348079,0.8583178747681215,0.04,0.082,0.138,0.5586,0.6457
bader,connectome_paper_fas_ranking,35459266.0,0.8460380489748782,34660410.0,0.8269777962428596,798856.0,0.019060252732018612,0.01906025273201863,136648,9974.958887067502,5350.0,21364.600000000006,32137.649999999994,90248.36999999997,134191,0.0,18396.79587550938,-132476,134191,0.07299747443846599,0.2351856595047128,0.9820194953457058,0.891250048923909,0.7753266298994484,0.01,0.048,0.078,0.3864,0.7392
connectome_paper_fas_ranking_20260202_123552,connectome_paper_fas_ranking,33799077.0,0.80642687759616,34660410.0,0.8269777962428596,861333.0,0.020550918646699556,0.020550918646699532,136648,9994.174389672737,6287.0,18680.0,26135.29999999999,90621.84999999995,133020,0.0,18013.8496931269,-133020,29592,0.07313809488373585,0.19126002575961587,0.97345003219952,0.8957303872935213,0.8004770071551073,0.3,0.23,0.331,0.462,0.5903
connectome_paper_fas_ranking,connectome_hybrid_ranking-12cpu,34660410.0,0.8269777962428596,35463823.0,0.8461467764197491,803413.0,0.019168980176889505,0.019168980176889557,136648,10945.114601018675,5647.0,22269.0,35537.899999999965,98438.59999999998,135921,0.0,20725.99546519647,-135921,127504,0.08009714449548237,0.26006893624495026,0.9946797611381066,0.8619693641377894,0.7550263253948809,0.05,0.052,0.094,0.4132,0.716
connectome_paper_fas_ranking,35452425_ranking-24cpu,34660410.0,0.8269777962428596,35459216.0,0.8460368560031328,798806.0,0.019059059760273223,0.01905905976027328,136648,11075.969951993444,5801.0,22396.0,36495.649999999994,99467.41999999998,135921,0.0,20820.56078579223,-135921,127624,0.08105475346871849,0.2670778203852233,0.9946797611381066,0.8607069215938495,0.7540463106946604,0.05,0.052,0.094,0.4132,0.717
connectome_paper_fas_ranking,connectome_hybrid_ranking-48cpu,34660410.0,0.8269777962428596,35463423.0,0.8461372326457863,803013.0,0.01915943640292672,0.01915943640292678,136648,11083.274998536386,5897.0,22348.300000000003,35900.649999999994,98355.06999999998,135921,0.0,20708.125209975413,-135921,128100,0.08110821233048698,0.26272356712136286,0.9946797611381066,0.862207285573958,0.7532662989944849,0.05,0.052,0.094,0.4132,0.7157
connectome_paper_fas_ranking,connectome_hybrid_ranking-24cpu,34660410.0,0.8269777962428596,35463349.0,0.8461354670476032,802939.0,0.01915767080474362,0.019157670804743666,136648,11101.20367659973,5912.0,22253.0,35882.94999999998,98701.9299999999,135921,0.0,20732.721505985588,-135921,127551,0.08123941570019123,0.2625940372343538,0.9946797611381066,0.8618797616546119,0.7531962979444692,0.05,0.052,0.094,0.4132,0.7195
connectome_paper_fas_ranking,35452425_ranking-48cpu,34660410.0,0.8269777962428596,35458792.0,0.8460267396027323,798382.0,0.019048943359872728,0.019048943359872738,136648,11126.857253673672,5809.0,22359.90000000001,36352.29999999999,99476.47999999998,135921,0.0,20859.483131369503,-135921,127538,0.08142715044255072,0.26602877466190494,0.9946797611381066,0.8601856406329051,0.7531562973444602,0.05,0.052,0.094,0.4132,0.7193
35452425,35452425_ranking-12cpu,35452425.0,0.8458748265806798,35458293.0,0.8460148337447138,5868.0,0.00014000716403395064,0.00014000716403392516,136648,11167.413968737193,7158.0,15568.0,45327.649999999994,98181.65,132592,0.0,21186.505884729613,-128285,132592,0.08172394743236047,0.3317110385808793,0.9703178970786254,0.8557674216800712,0.801147017205258,0.01,0.066,0.127,0.372,0.4426
35435948,35435948_ranking-24cpu,35435948.0,0.8454816946717182,35448587.0,0.8457832540695069,12639.0,0.0003015593977887532,0.0003015593977888173,136648,11178.046601487033,7188.0,15142.600000000006,47179.54999999996,98203.71999999997,131161,0.0,21274.248444477056,-124967,131161,0.08180175781194772,0.34526337743691793,0.9598457350272233,0.8545702878703252,0.8021770326554898,0.01,0.06,0.106,0.3678,0.4434
connectome_paper_fas_ranking,35452425_ranking-12cpu,34660410.0,0.8269777962428596,35458293.0,0.8460148337447138,797883.0,0.019037037501854148,0.019037037501854176,136648,11201.19741232949,5947.0,22773.500000000015,36607.649999999994,99133.76999999999,135921,0.0,20897.35452958082,-135921,127476,0.08197117712904316,0.2678974445290088,0.9946797611381066,0.8596775003421451,0.7517862767941519,0.05,0.052,0.094,0.4132,0.719
connectome_paper_fas_ranking,35435948_ranking-12cpu,34660410.0,0.8269777962428596,35448482.0,0.8457807488288417,788072.0,0.01880295258598208,0.018802952585982188,136648,11207.79532814238,5867.0,22492.0,36437.84999999995,99753.94999999987,135920,0.0,21023.41306727555,-135920,127567,0.08201946115671199,0.266654835782448,0.9946724430653943,0.8579794671229906,0.7510462656939854,0.05,0.052,0.094,0.4132,0.7175
connectome_paper_fas_ranking,35435948_ranking-24cpu,34660410.0,0.8269777962428596,35448587.0,0.8457832540695069,788177.0,0.01880545782664733,0.018805457826647415,136648,11254.42610210175,5969.0,22618.0,36482.24999999997,99009.13999999996,135920,0.0,21016.97810934546,-135920,128100,0.08236070855118077,0.2669797582108774,0.9946724430653943,0.8580663946153301,0.7495362430436456,0.05,0.052,0.094,0.4132,0.7207
35435948,35435948_ranking-12cpu,35435948.0,0.8454816946717182,35448482.0,0.8457807488288417,12534.0,0.0002990541571235017,0.0002990541571235886,136648,11321.438894092851,7257.0,15528.300000000003,47115.649999999994,98233.82999999999,131161,0.0,21544.333344774986,-124967,131161,0.0828511130356306,0.3447957525905977,0.9598457350272233,0.8508542744440146,0.7972869593043895,0.01,0.06,0.106,0.3678,0.445
35452425,35452425_ranking-48cpu,35452425.0,0.8458748265806798,35458792.0,0.8460267396027323,6367.0,0.00015191302205253,0.00015191302205248833,136648,11336.936845032493,7334.0,15559.0,46621.19999999995,98221.70999999999,132592,0.0,21416.57150301054,-128285,132592,0.08296452816749965,0.3411773315379658,0.9703178970786254,0.8526179523514767,0.7975169627544413,0.01,0.066,0.127,0.372,0.4398
35452425,35452425_ranking-24cpu,35452425.0,0.8458748265806798,35459216.0,0.8460368560031328,6791.0,0.00016202942245302498,0.00016202942245303098,136648,11347.249941455419,7308.0,15920.0,46443.29999999987,98248.53,132592,0.0,21414.130406565768,-128285,132592,0.08304000015701231,0.3398754464024345,0.9703178970786254,0.8526515481386157,0.7972869593043895,0.01,0.066,0.127,0.372,0.4351
35452425,35435948_ranking-24cpu,35452425.0,0.8458748265806798,35448587.0,0.8457832540695069,3838.0,9.157251117286602e-05,9.157251117283653e-05,136648,11373.570180317312,7257.0,16868.20000000001,49399.24999999997,98425.12,133786,0.0,21461.689036937867,-133786,132592,0.08323261357881061,0.36150730343656673,0.9790556758971957,0.8519963291675134,0.7938969084536268,0.01,0.066,0.127,0.372,0.4339
35452425,35435948_ranking-12cpu,35452425.0,0.8458748265806798,35448482.0,0.8457807488288417,3943.0,9.407775183811751e-05,9.407775183806525e-05,136648,11523.548738364265,7311.0,17071.0,49445.649999999994,98497.12,132592,0.0,21736.70901957927,-131982,132592,0.08433016757189468,0.3618468620104209,0.9703178970786254,0.8481788508118598,0.788906833602504,0.01,0.066,0.127,0.372,0.4343
35435948,35452425_ranking-12cpu,35435948.0,0.8454816946717182,35458293.0,0.8460148337447138,22345.0,0.0005331390729955698,0.0005331390729955791,136648,11535.320443767929,7198.0,17655.300000000003,49729.149999999936,98418.29999999999,131161,0.0,21716.94457751399,-127954,131161,0.0844163137679873,0.3639215356243775,0.9598457350272233,0.8484548167923672,0.7879068186022791,0.01,0.06,0.106,0.3678,0.4478
35435948,35452425_ranking-48cpu,35435948.0,0.8454816946717182,35458792.0,0.8460267396027323,22844.0,0.0005450449310141492,0.0005450449310141421,136648,11702.178517065746,7373.0,17590.300000000003,51274.59999999998,98418.29999999999,131161,0.0,21937.05461321617,-127945,131161,0.08563739328102676,0.3752312510977107,0.9598457350272233,0.8453673053814705,0.7855567833517503,0.01,0.06,0.106,0.3678,0.4458
35435948,35452425_ranking-24cpu,35435948.0,0.8454816946717182,35459216.0,0.8460368560031328,23268.0,0.0005551613314146442,0.0005551613314146848,136648,11714.505898366606,7353.0,17823.0,51202.94999999998,98444.88999999998,131161,0.0,21936.340160789678,-127440,131161,0.08572760595373957,0.3747069111878694,0.9598457350272233,0.8453773774633245,0.7852667790016851,0.01,0.06,0.106,0.3678,0.4392
35435948,connectome_hybrid_ranking-48cpu,35435948.0,0.8454816946717182,35463423.0,0.8461372326457863,27475.0,0.0006555379740681433,0.0006555379740681823,136648,11802.545694046015,7815.0,16808.300000000003,53538.29999999999,98824.94999999998,131161,0.0,21811.34254129267,-128483,131161,0.08637188758010374,0.39179717229670386,0.9598457350272233,0.8471344977254693,0.7862067931018966,0.01,0.06,0.106,0.3678,0.4399
connectome_hybrid_ranking-48cpu,35452425,35463423.0,0.8461372326457863,35452425.0,0.8458748265806798,10998.0,0.0002624060651065241,0.0002624060651065284,136648,11826.506352087114,7847.0,17484.300000000003,52838.649999999994,98789.41999999998,132592,0.0,21756.594206985326,-132592,128548,0.08654723341788474,0.3866770827234939,0.9703178970786254,0.8479009455485559,0.784626769401541,0.01,0.066,0.127,0.372,0.4329
35435948,connectome_hybrid_ranking-24cpu,35435948.0,0.8454816946717182,35463349.0,0.8461354670476032,27401.0,0.0006537723758850422,0.0006537723758850687,136648,11833.332211228852,7905.0,16746.600000000006,53823.649999999994,98776.06,131161,0.0,21855.233079482176,-128304,131161,0.08659718555140837,0.39388538434517884,0.9598457350272233,0.8465186622078892,0.7867368010520158,0.01,0.06,0.106,0.3678,0.4388
connectome_hybrid_ranking-24cpu,35452425,35463349.0,0.8461354670476032,35452425.0,0.8458748265806798,10924.0,0.000260640466923423,0.0002606404669234149,136648,11863.829679175693,7941.0,17364.20000000001,53333.0,98769.12,132592,0.0,21802.391318305083,-132592,128419,0.08682036823938655,0.39029477196885426,0.9703178970786254,0.8472599418532826,0.7845367680515207,0.01,0.066,0.127,0.372,0.4301
35435948,connectome_hybrid_ranking-12cpu,35435948.0,0.8454816946717182,35463823.0,0.8461467764197491,27875.0,0.0006650817480309268,0.0006650817480309583,136648,11939.550904513788,7758.0,16972.0,54512.84999999995,98846.59,131161,0.0,22062.69612709145,-127828,131161,0.08737450167228052,0.3989290000585442,0.9598457350272233,0.8435909573137812,0.7837667565013475,0.01,0.06,0.106,0.3678,0.4421
connectome_hybrid_ranking-12cpu,35452425,35463823.0,0.8461467764197491,35452425.0,0.8458748265806798,11398.0,0.0002719498390693076,0.00027194983906930455,136648,11960.591973537848,7790.0,17642.300000000003,53714.59999999998,98851.12,132592,0.0,22007.28685370044,-132592,128687,0.0875284817453446,0.39308734851589466,0.9703178970786254,0.8443755965635614,0.782146732200983,0.01,0.066,0.127,0.372,0.4336
35435948,bader,35435948.0,0.8454816946717182,35459266.0,0.8460380489748782,23318.0,0.0005563543031600338,0.0005563543031600318,136648,12322.447500146362,8911.0,15623.300000000003,63054.149999999936,98316.35999999999,130507,0.0,22474.526128489324,-130507,130037,0.0901765668004388,0.461434854516714,0.9550597154733329,0.837697287526209,0.781626724400866,0.03,0.06,0.118,0.4264,0.4942
